,n_of_cases,st_add,lat,long,cluster_n,rec_cases_in_cluster,total_cases,date,month_num
51475,1,jalan tenaga (block 656),1.333828,103.907559,64,1,3,200424,4
51476,2,bedok south avenue 2 (block 34),1.322046,103.938046,65,1,3,200424,4
51477,1,bedok south road (block 38),1.321015,103.938651,65,1,3,200424,4
51478,1,bedok south avenue 2 (block 5),1.3220063,103.9343567,66,3,3,200424,4
51479,1,bedok south avenue 2 (block 6),1.322318,103.934763,66,3,3,200424,4
51480,1,bedok south avenue 2 (block 10f),1.3221624,103.9370039,66,3,3,200424,4
51481,2,bendemeer road (block 10a),1.315069,103.860544,67,2,3,200424,4
51482,1,bendemeer road (block 10b),1.315355,103.86033,67,2,3,200424,4
51483,2,chiltern drive,1.3487721,103.8634687,68,3,3,200424,4
51484,1,cotswold close,1.346532,103.862191,68,3,3,200424,4
51485,1,circuit road (block 57),1.3247144,103.8867459,69,1,3,200424,4
51486,2,circuit road (block 58),1.3250507,103.8864807,69,1,3,200424,4
51487,2,defu lane 4,1.359024,103.898465,70,3,3,200424,4
51488,1,defu lane 8,1.356574,103.89618,70,3,3,200424,4
51489,1,jurong east avenue 1 (block 334),1.350898,103.731512,71,1,3,200424,4
51490,2,jurong east street 32 (block 373),1.349364,103.732308,71,1,3,200424,4
51491,1,jurong west street 64 (block 665b),1.3397423,103.702741,72,1,3,200424,4
51492,1,jurong west street 65 (block 663a),1.3388205,103.7015811,72,1,3,200424,4
51493,1,jurong west street 65 (block 663b),1.3382893,103.7018448,72,1,3,200424,4
51494,1,jurong west street 81 (block 822),1.346874,103.693566,73,2,3,200424,4
51495,1,jurong west street 81 (block 823),1.346703,103.694292,73,2,3,200424,4
51496,1,jurong west street 81 (block 826),1.346103,103.694069,73,2,3,200424,4
51497,1,lorong 4 toa payoh (block 66),1.3350495,103.8517145,74,3,3,200424,4
51498,1,lorong 4 toa payoh (block 70),1.334824,103.852258,74,3,3,200424,4
51499,1,lorong 5 toa payoh (block 68),1.3346187,103.8531215,74,3,3,200424,4
51500,1,lucky gardens,1.3193583,103.9409121,75,1,3,200424,4
51501,2,lucky view,1.3178975,103.9395054,75,1,3,200424,4
51502,3,marsiling rise (block 124),1.4388618,103.7794186,76,2,3,200424,4
51503,3,nim road (nim gardens),1.381601,103.862859,77,2,3,200424,4
51504,3,penjuru place,1.3159602,103.7315871,78,2,3,200424,4
51505,1,sembawang crescent (parc life),1.443866,103.818729,79,3,3,200424,4
51506,2,sembawang crescent (skypark residences),1.4438004,103.8198788,79,3,3,200424,4
51507,1,serangoon avenue 3 (block 237),1.353703,103.870023,80,1,3,200424,4
51508,1,serangoon central drive (block 255),1.35509,103.8708335,80,1,3,200424,4
51509,1,serangoon central drive (block 263),1.354197,103.8719904,80,1,3,200424,4
51510,3,serangoon avenue 3 (chiltern park),1.3507254,103.8648015,81,3,3,200424,4
51511,1,tampines street 91 (block 924),1.3467197,103.9407503,82,3,3,200424,4
51512,1,tampines street 91 (block 929),1.346349,103.939481,82,3,3,200424,4
51513,1,tampines street 91 (block 930),1.3458887,103.9396193,82,3,3,200424,4
51514,1,toh tuck road (nottinghill suites),1.339116,103.769177,83,3,3,200424,4
51515,2,toh tuck terrace,1.338211,103.768828,83,3,3,200424,4
51516,3,woodleigh link,1.34081,103.87185,84,3,3,200424,4
51517,1,admiralty drive (block 468b),1.4500357,103.8142222,85,2,2,200424,4
51518,1,admiralty drive (block 469),1.448361,103.813896,85,2,2,200424,4
51519,1,ang mo kio avenue 1 (block 226),1.367859,103.838378,86,2,2,200424,4
51520,1,ang mo kio avenue 3 (block 230),1.368881,103.837886,86,2,2,200424,4
51521,1,ang mo kio avenue 1 (block 331),1.3620045,103.8507513,87,2,2,200424,4
51522,1,ang mo kio street 32 (block 350),1.363789,103.849848,87,2,2,200424,4
51523,1,bendemeer road (block 31),1.3195094,103.8638416,88,2,2,200424,4
51524,1,whampoa west (block 34),1.3204115,103.8637264,88,2,2,200424,4
51525,1,bishan street 23 (block 216),1.3564273,103.8492537,89,2,2,200424,4
51526,1,bishan street 23 (block 217),1.3567995,103.8491404,89,2,2,200424,4
51527,2,bukit batok street 22 (block 296b),1.343674,103.747425,90,2,2,200424,4
51528,1,cantonment close (block 16),1.273969,103.84026,91,1,2,200424,4
51529,1,cantonment close (block 19),1.273932,103.838986,91,1,2,200424,4
51530,1,chai chee road (block 21),1.325758,103.922426,92,2,2,200424,4
51531,1,chai chee road (block 60),1.324715,103.921165,92,2,2,200424,4
51532,1,changi road,1.3183019,103.9085734,93,2,2,200424,4
51533,1,kampong eunos (eunos park),1.318524,103.906425,93,2,2,200424,4
51534,1,choa chu kang crescent (block 691b),1.4015411,103.7516335,94,2,2,200424,4
51535,1,choa chu kang crescent (block 692a),1.400245,103.751257,94,2,2,200424,4
51536,1,compassvale bow (block 274c),1.382453,103.891235,95,2,2,200424,4
51537,1,compassvale bow (esparina residences),1.381947,103.891449,95,2,2,200424,4
51538,1,cowdray avenue,1.3680896,103.8641538,96,2,2,200424,4
51539,1,portchester avenue,1.366584,103.864022,96,2,2,200424,4
51540,1,dunman lane,1.3088648,103.894811,97,2,2,200424,4
51541,1,tanjong katong road,1.3071727,103.8955493,97,2,2,200424,4
51542,1,everitt road,1.312548,103.9028469,98,2,2,200424,4
51543,1,joo chiat place,1.3143852,103.9068191,98,2,2,200424,4
51544,1,flora drive,1.3574973,103.9649184,99,2,2,200424,4
51545,1,flora drive (palm isles),1.356541,103.964244,99,2,2,200424,4
51546,2,hougang avenue 9 (block 953),1.376603,103.877403,100,2,2,200424,4
51547,1,jalan membina (block 27b),1.283061,103.824894,101,1,2,200424,4
51548,1,jalan membina (block 118a),1.281547,103.825657,101,1,2,200424,4
51549,1,jalan tari serimpi,1.3976363,103.8726079,102,2,2,200424,4
51550,1,jalan tari zapin,1.397602,103.87214,102,2,2,200424,4
51551,2,kaki bukit avenue 3,1.33745,103.9086717,103,2,2,200424,4
51552,2,kian teck avenue,1.3306239,103.6934654,104,2,2,200424,4
51553,1,kitchener road (block 2),1.3078434,103.8591488,105,2,2,200424,4
51554,1,french road (block 8),1.3072601,103.8607343,105,2,2,200424,4
51555,1,marine crescent (block 27),1.3040845,103.9131796,106,2,2,200424,4
51556,1,marine crescent (block 28),1.303454,103.913406,106,2,2,200424,4
51557,2,mugliston road,1.3045976,103.9009223,107,2,2,200424,4
51558,1,new upper changi road (block 51),1.323477,103.942084,108,2,2,200424,4
51559,1,new upper changi road (block 53),1.324342,103.942121,108,2,2,200424,4
51560,1,tampines street 23 (block 210),1.354048,103.954229,109,2,2,200424,4
51561,1,tampines street 23 (block 216),1.354073,103.95286,109,2,2,200424,4
51562,1,tampines street 33 (block 315),1.3522873,103.9574291,110,2,2,200424,4
51563,1,tampines street 33 (block 317),1.351618,103.9567841,110,2,2,200424,4
51564,1,tham soong avenue,1.343367,103.774111,111,1,2,200424,4
51565,1,yuk tong avenue,1.344248,103.774273,111,1,2,200424,4
51566,2,tuas south avenue 1,1.3169001,103.6280708,112,2,2,200424,4
51567,2,ubi avenue 1 (block 301),1.331064,103.9025298,113,2,2,200424,4
51568,1,upper boon keng road (block 12),1.3143905,103.8700655,114,2,2,200424,4
51569,1,upper boon keng road (block 15),1.315908,103.871257,114,2,2,200424,4
51570,2,walmer drive,1.3653387,103.8691882,115,2,2,200424,4
51571,2,woodlands avenue 1,1.431009,103.783525,116,2,2,200424,4
51572,1,woodlands drive 14 (block 527),1.431885,103.792172,117,2,2,200424,4
51573,1,woodlands drive 14 (block 528),1.431608,103.792405,117,2,2,200424,4
51574,1,yishun avenue 6 (block 288),1.439977,103.837548,118,2,2,200424,4
51575,1,yishun avenue 6 (block 289),1.440415,103.838521,118,2,2,200424,4
51576,42,pavilion circle,1.37053,103.753349,1,5,150,200430,4
51577,1,pavilion green,1.368838,103.752586,1,5,150,200430,4
51578,25,pavilion grove,1.371101,103.752434,1,5,150,200430,4
51579,25,pavilion place,1.369964,103.752215,1,5,150,200430,4
51580,31,pavilion rise,1.370506,103.752218,1,5,150,200430,4
51581,19,pavilion street,1.371666,103.752682,1,5,150,200430,4
51582,7,pavilion view,1.369386,103.75237,1,5,150,200430,4
51583,18,westwood avenue,1.3512663,103.6984716,2,12,99,200430,4
51584,1,westwood avenue (westwood residences),1.352137,103.696492,2,12,99,200430,4
51585,22,westwood crescent,1.3528057,103.7000291,2,12,99,200430,4
51586,28,westwood drive,1.350919,103.700666,2,12,99,200430,4
51587,2,westwood road,1.3513367,103.6993819,2,12,99,200430,4
51588,22,westwood terrace,1.3540791,103.6979389,2,12,99,200430,4
51589,6,westwood walk,1.3518638,103.6983333,2,12,99,200430,4
51590,4,woodleigh close (8 @ woodleigh),1.336088,103.869609,3,42,80,200430,4
51591,8,woodleigh close (blossoms @ woodleigh),1.33935,103.87079,3,42,80,200430,4
51592,2,woodleigh close (euro-asia park),1.3364,103.867407,3,42,80,200430,4
51593,2,woodleigh close (parc mondrian),1.33617,103.868024,3,42,80,200430,4
51594,16,woodleigh lane,1.338021,103.868528,3,42,80,200430,4
51595,48,youngberg terrace (avon park),1.33934,103.869374,3,42,80,200430,4
51596,13,ang mo kio avenue 3 (block 422),1.367993,103.851481,4,8,59,200430,4
51597,6,ang mo kio avenue 3 (block 423),1.3687216,103.8515929,4,8,59,200430,4
51598,28,ang mo kio avenue 3 (block 424),1.368377,103.850758,4,8,59,200430,4
51599,8,ang mo kio avenue 3 (block 425),1.369115,103.851476,4,8,59,200430,4
51600,1,ang mo kio avenue 3 (block 429),1.3691141,103.8533152,4,8,59,200430,4
51601,1,ang mo kio avenue 3 (block 430),1.369072,103.852661,4,8,59,200430,4
51602,2,ang mo kio avenue 10 (block 434),1.3679476,103.8533165,4,8,59,200430,4
51603,2,jalan jurong kechil,1.3430465,103.7703494,5,17,50,200430,4
51604,5,jalan jurong kechil (charisma view),1.344612,103.768568,5,17,50,200430,4
51605,8,jalan jurong kechil (sherwood condominium),1.345154,103.767935,5,17,50,200430,4
51606,7,jalan kakatua,1.3443186,103.7662492,5,17,50,200430,4
51607,7,jalan layang layang,1.3448367,103.7666292,5,17,50,200430,4
51608,1,jalan rajawali,1.343458,103.768358,5,17,50,200430,4
51609,3,jalan rajawali (grand chateau),1.344048,103.768649,5,17,50,200430,4
51610,1,jalan rajawali (palm residence),1.34333,103.769135,5,17,50,200430,4
51611,1,jalan rajawali (regis mansions),1.3430261,103.7680714,5,17,50,200430,4
51612,14,jalan selanting,1.3444718,103.7679054,5,17,50,200430,4
51613,1,jalan selanting (selanting green),1.3428709,103.76882,5,17,50,200430,4
51614,2,hougang avenue 1,1.3539261,103.8883589,6,1,49,200430,4
51615,1,hougang avenue 1 (block 230),1.358865,103.888352,6,1,49,200430,4
51616,2,hougang avenue 1 (block 232),1.358574,103.888523,6,1,49,200430,4
51617,2,hougang avenue 1 (block 234),1.3582338,103.888749,6,1,49,200430,4
51618,1,hougang avenue 1 (block 238),1.3572795,103.8892731,6,1,49,200430,4
51619,7,hougang avenue 3 (block 247),1.3592261,103.8914645,6,1,49,200430,4
51620,1,hougang avenue 3 (block 248),1.3594936,103.892492,6,1,49,200430,4
51621,9,hougang avenue 3 (block 249),1.3596597,103.8917267,6,1,49,200430,4
51622,5,hougang avenue 3 (block 251),1.3599509,103.891352,6,1,49,200430,4
51623,6,hougang avenue 3 (block 252),1.3602211,103.8925821,6,1,49,200430,4
51624,1,hougang avenue 3 (block 253),1.360423,103.892033,6,1,49,200430,4
51625,1,hougang avenue 3 (block 254),1.3602716,103.8912596,6,1,49,200430,4
51626,1,hougang street 22 (block 242),1.357334,103.891882,6,1,49,200430,4
51627,1,hougang street 22 (block 244),1.358071,103.891739,6,1,49,200430,4
51628,1,hougang street 22 (block 245),1.358423,103.891648,6,1,49,200430,4
51629,5,jalan hock chye,1.3596003,103.8896132,6,1,49,200430,4
51630,2,jalan teliti,1.3605665,103.8910942,6,1,49,200430,4
51631,1,tampines road (kovan grandeur),1.360919,103.891988,6,1,49,200430,4
51632,1,aljunied road (avant residences),1.313604,103.882294,7,14,48,200430,4
51633,4,geylang road,1.313431,103.883767,7,14,48,200430,4
51634,3,guillemard road,1.31127,103.8857029,7,14,48,200430,4
51635,1,guillemard road (guillemard suites),1.310716,103.882551,7,14,48,200430,4
51636,8,jalan molek,1.3115722,103.882711,7,14,48,200430,4
51637,2,jalan suka,1.312195,103.882622,7,14,48,200430,4
51638,9,lorong 22 geylang,1.3121935,103.8822215,7,14,48,200430,4
51639,3,lorong 24 geylang,1.3122157,103.8833463,7,14,48,200430,4
51640,1,lorong 24 geylang (#1 loft),1.312903,103.883539,7,14,48,200430,4
51641,1,lorong 24 geylang (the octet),1.312182,103.883548,7,14,48,200430,4
51642,3,lorong 25a geylang,1.3151949,103.883079,7,14,48,200430,4
51643,2,lorong 27 geylang,1.315297,103.8837269,7,14,48,200430,4
51644,2,lorong 27 geylang (the alcove),1.3146681,103.8841387,7,14,48,200430,4
51645,5,lorong 27a geylang,1.3150183,103.8848457,7,14,48,200430,4
51646,2,lorong 27a geylang (sims green),1.314382,103.884621,7,14,48,200430,4
51647,1,sims avenue,1.3158597,103.8867148,7,14,48,200430,4
51648,5,elizabeth drive,1.3606767,103.7629625,8,17,47,200430,4
51649,1,elizabeth drive (hillvista),1.35999,103.763504,8,17,47,200430,4
51650,5,hillview avenue (chantilly rise),1.359412,103.763116,8,17,47,200430,4
51651,5,hillview avenue (hillbrooks),1.358566,103.762857,8,17,47,200430,4
51652,5,jalan gumilang,1.358977,103.760407,8,17,47,200430,4
51653,8,jalan dermawan,1.360099,103.75968,8,17,47,200430,4
51654,8,jalan intan,1.3597312,103.7615674,8,17,47,200430,4
51655,9,jalan zamrud,1.360097,103.762179,8,17,47,200430,4
51656,1,lorong kemunchup,1.360322,103.761288,8,17,47,200430,4
51657,3,yishun avenue 5 (block 101),1.431295,103.827589,9,7,33,200430,4
51658,1,yishun avenue 5 (block 102),1.431069,103.828881,9,7,33,200430,4
51659,12,yishun avenue 5 (block 701),1.4299943,103.8286331,9,7,33,200430,4
51660,3,yishun avenue 5 (block 702),1.429859,103.829471,9,7,33,200430,4
51661,4,yishun avenue 5 (block 703),1.4296592,103.8286817,9,7,33,200430,4
51662,2,yishun avenue 5 (block 704),1.4293745,103.8289534,9,7,33,200430,4
51663,1,yishun avenue 5 (block 705),1.42914,103.829348,9,7,33,200430,4
51664,3,yishun avenue 5 (block 706),1.4289503,103.828765,9,7,33,200430,4
51665,1,yishun avenue 5 (block 709),1.428631,103.8275578,9,7,33,200430,4
51666,1,yishun ring road (block 103),1.431578,103.828487,9,7,33,200430,4
51667,1,yishun ring road (block 140),1.4311799,103.8303959,9,7,33,200430,4
51668,1,yishun street 71,1.427159,103.829508,9,7,33,200430,4
51669,1,tampines avenue 7 (block 391),1.355875,103.958032,10,26,27,200430,4
51670,1,tampines avenue 7 (block 392),1.355182,103.957313,10,26,27,200430,4
51671,1,tampines avenue 7 (block 396),1.355866,103.956493,10,26,27,200430,4
51672,1,tampines street 32 (block 381),1.3542155,103.959041,10,26,27,200430,4
51673,2,tampines street 32 (block 385),1.354961,103.958405,10,26,27,200430,4
51674,1,tampines street 32 (block 386),1.3548212,103.9586726,10,26,27,200430,4
51675,6,tampines street 34 (block 373),1.356028,103.958719,10,26,27,200430,4
51676,3,tampines street 34 (block 374),1.35654,103.958562,10,26,27,200430,4
51677,11,tampines street 34 (the eden at tampines),1.355298,103.959624,10,26,27,200430,4
51678,9,chun tin road,1.342196,103.771624,11,6,24,200430,4
51679,6,jalan jurong kechil,1.3430465,103.7703494,11,6,24,200430,4
51680,6,lorong pisang emas,1.3439616,103.7715551,11,6,24,200430,4
51681,1,lorong pisang udang,1.343405,103.772036,11,6,24,200430,4
51682,2,yuk tong avenue,1.344248,103.774273,11,6,24,200430,4
51683,2,rivervale drive (block 121),1.38665,103.904662,12,2,23,200430,4
51684,1,rivervale drive (block 121a),1.386879,103.904676,12,2,23,200430,4
51685,5,rivervale drive (block 122d),1.387127,103.905728,12,2,23,200430,4
51686,2,rivervale drive (block 122e),1.38795,103.905848,12,2,23,200430,4
51687,1,rivervale street (block 135),1.388347,103.905039,12,2,23,200430,4
51688,1,rivervale street (block 137),1.389213,103.904676,12,2,23,200430,4
51689,1,sengkang east way (block 122),1.386622,103.906728,12,2,23,200430,4
51690,7,sengkang east way (block 122a),1.386595,103.906066,12,2,23,200430,4
51691,2,sengkang east way (block 122b),1.386988,103.906539,12,2,23,200430,4
51692,1,sengkang east way (block 122c),1.387616,103.906267,12,2,23,200430,4
51693,6,flower road,1.360238,103.881326,13,10,20,200430,4
51694,4,highland road,1.3578622,103.8788124,13,10,20,200430,4
51695,3,palm grove avenue (palm grove condominium),1.359526,103.878802,13,10,20,200430,4
51696,3,richards avenue,1.3618734,103.8817394,13,10,20,200430,4
51697,1,simon walk,1.3620646,103.8844836,13,10,20,200430,4
51698,3,teow hock avenue,1.3618413,103.8799705,13,10,20,200430,4
51699,3,ang mo kio avenue 2 (block 259),1.368688,103.831591,14,2,18,200430,4
51700,3,ellington square,1.371595,103.834254,14,2,18,200430,4
51701,3,shangri-la close,1.370973,103.833219,14,2,18,200430,4
51702,9,shangri-la walk,1.370084,103.833064,14,2,18,200430,4
51703,11,chestnut lane,1.367072,103.76831,15,1,18,200430,4
51704,6,chestnut terrace,1.3673,103.768862,15,1,18,200430,4
51705,1,jalan pakis,1.367793,103.769728,15,1,18,200430,4
51706,1,lorong 1 toa payoh (block 108),1.341524,103.846995,16,3,18,200430,4
51707,1,lorong 1 toa payoh (block 240),1.340921,103.85072,16,3,18,200430,4
51708,4,toa payoh north (block 199),1.34212,103.850296,16,3,18,200430,4
51709,1,toa payoh north (block 200),1.341443,103.851095,16,3,18,200430,4
51710,1,toa payoh north (block 201),1.3413764,103.8503399,16,3,18,200430,4
51711,1,toa payoh north (block 202),1.3414861,103.8495995,16,3,18,200430,4
51712,3,toa payoh north (block 203),1.3420893,103.8491297,16,3,18,200430,4
51713,6,toa payoh north (block 204),1.341526,103.848966,16,3,18,200430,4
51714,1,hougang avenue 8 (block 644),1.371417,103.881447,17,9,17,200430,4
51715,1,hougang avenue 8 (block 649),1.3724106,103.8805931,17,9,17,200430,4
51716,1,hougang avenue 8 (block 650),1.3721634,103.881242,17,9,17,200430,4
51717,1,hougang avenue 8 (block 651),1.372645,103.881121,17,9,17,200430,4
51718,1,hougang avenue 8 (block 652),1.37243,103.881598,17,9,17,200430,4
51719,1,hougang avenue 8 (block 654),1.372797,103.881827,17,9,17,200430,4
51720,1,hougang street 92 (block 936),1.3746824,103.8799635,17,9,17,200430,4
51721,1,hougang street 92 (block 940),1.3735204,103.8798173,17,9,17,200430,4
51722,5,hougang street 92 (block 941),1.3736312,103.8791183,17,9,17,200430,4
51723,2,hougang street 92 (block 942),1.3732959,103.8806103,17,9,17,200430,4
51724,2,hougang street 92 (block 943),1.373899,103.880804,17,9,17,200430,4
51725,1,marine drive (block 61),1.3030647,103.9087516,18,2,17,200430,4
51726,2,marine drive (block 62),1.302679,103.90904,18,2,17,200430,4
51727,5,marine drive (block 63),1.3023525,103.9093065,18,2,17,200430,4
51728,5,marine drive (block 64),1.302105,103.909392,18,2,17,200430,4
51729,1,marine drive (block 72),1.30428,103.908298,18,2,17,200430,4
51730,1,marine drive (block 73),1.3037451,103.9082558,18,2,17,200430,4
51731,1,marine drive (block 77),1.3020154,103.9085823,18,2,17,200430,4
51732,1,marine drive (block 79),1.301435,103.907819,18,2,17,200430,4
51733,2,cheow keng road,1.3073888,103.905797,19,7,16,200430,4
51734,2,east coast road,1.3089152,103.9119581,19,7,16,200430,4
51735,3,joo chiat road,1.309934,103.9020481,19,7,16,200430,4
51736,2,marine parade,1.303862,103.906498,19,7,16,200430,4
51737,6,sea avenue,1.3053773,103.9072117,19,7,16,200430,4
51738,1,tembeling road,1.3105306,103.902828,19,7,16,200430,4
51739,8,fulton avenue,1.3618407,103.8337483,20,12,16,200430,4
51740,5,fulton road,1.3616189,103.832737,20,12,16,200430,4
51741,2,sin ming avenue (block 402),1.362765,103.832646,20,12,16,200430,4
51742,1,sin ming avenue (block 403),1.3628453,103.8334355,20,12,16,200430,4
51743,2,woodlands drive 16 (block 582),1.430242,103.7958009,21,6,16,200430,4
51744,1,woodlands drive 16 (block 583),1.430556,103.795354,21,6,16,200430,4
51745,1,woodlands drive 16 (block 585),1.429309,103.795498,21,6,16,200430,4
51746,1,woodlands drive 16 (block 586),1.4287026,103.7947727,21,6,16,200430,4
51747,3,woodlands drive 16 (block 587),1.428601,103.79545,21,6,16,200430,4
51748,3,woodlands drive 16 (block 588),1.427787,103.794715,21,6,16,200430,4
51749,5,woodlands drive 16 (block 589),1.427919,103.795271,21,6,16,200430,4
51750,1,serangoon avenue 4,1.357284,103.871479,22,2,15,200430,4
51751,3,serangoon avenue 4 (block 211),1.35642,103.873213,22,2,15,200430,4
51752,5,serangoon avenue 4 (block 216),1.357622,103.8730379,22,2,15,200430,4
51753,1,serangoon avenue 4 (block 217),1.357621,103.871986,22,2,15,200430,4
51754,3,serangoon avenue 4 (block 219),1.358376,103.872054,22,2,15,200430,4
51755,1,serangoon avenue 4 (block 220),1.358713,103.872093,22,2,15,200430,4
51756,1,serangoon avenue 4 (block 221),1.3592089,103.871776,22,2,15,200430,4
51757,1,saint nicholas view,1.3732959,103.8327755,23,11,15,200430,4
51758,3,sembawang hills drive,1.3759482,103.8304284,23,11,15,200430,4
51759,2,thomson hill,1.377694,103.833071,23,11,15,200430,4
51760,1,thomson terrace,1.3777812,103.8315084,23,11,15,200430,4
51761,4,thomson walk,1.3765497,103.8326817,23,11,15,200430,4
51762,4,thomson view,1.356596,103.830749,23,11,15,200430,4
51763,6,jalan asas,1.359392,103.768029,24,1,14,200430,4
51764,1,jalan siap,1.360237,103.768756,24,1,14,200430,4
51765,2,jalan tekad,1.360523,103.768286,24,1,14,200430,4
51766,5,upper bukit timah road,1.3577633,103.7680114,24,1,14,200430,4
51767,5,lengkong dua,1.3252194,103.9121199,25,6,14,200430,4
51768,4,lengkong satu,1.3257337,103.9129996,25,6,14,200430,4
51769,4,lengkong tiga,1.3257666,103.9111599,25,6,14,200430,4
51770,1,lengkong tiga (block 114),1.3233082,103.9120539,25,6,14,200430,4
51771,1,cassia crescent (block 28),1.309052,103.883532,26,2,13,200430,4
51772,3,cassia crescent (block 30),1.309498,103.883285,26,2,13,200430,4
51773,1,cassia crescent (block 54),1.310057,103.884573,26,2,13,200430,4
51774,1,guillemard crescent,1.309357,103.880857,26,2,13,200430,4
51775,1,guillemard lane,1.30972,103.880841,26,2,13,200430,4
51776,1,pine close (block 5),1.3072827,103.8828472,26,2,13,200430,4
51777,1,pine close (block 9),1.3095125,103.8824164,26,2,13,200430,4
51778,2,pine close (block 10),1.3090736,103.8823306,26,2,13,200430,4
51779,2,pine close (block 11),1.3080132,103.88274,26,2,13,200430,4
51780,2,jalan girang,1.3482721,103.8671058,27,8,13,200430,4
51781,1,jalan sukachita,1.3481787,103.867327,27,8,13,200430,4
51782,2,melrose drive,1.3485742,103.8658075,27,8,13,200430,4
51783,4,serangoon avenue 3 (amaranda gardens),1.349413,103.867011,27,8,13,200430,4
51784,1,serangoon avenue 3 (golden heights),1.349626,103.865955,27,8,13,200430,4
51785,1,serangoon avenue 3 (block 324),1.35131,103.86876,27,8,13,200430,4
51786,1,serangoon avenue 3 (block 329),1.349769,103.868215,27,8,13,200430,4
51787,1,sunridge park road,1.347692,103.864351,27,8,13,200430,4
51788,3,glasgow road,1.36162,103.878666,28,6,12,200430,4
51789,3,jansen road,1.3595474,103.8772902,28,6,12,200430,4
51790,1,palm grove avenue,1.3613224,103.8794974,28,6,12,200430,4
51791,3,rosyth avenue,1.3612426,103.8773466,28,6,12,200430,4
51792,2,sandilands road,1.362627,103.8782648,28,6,12,200430,4
51793,2,ang mo kio avenue 3 (block 313),1.3666484,103.8501434,29,4,11,200430,4
51794,1,ang mo kio avenue 3 (block 322),1.368396,103.847754,29,4,11,200430,4
51795,3,ang mo kio avenue 3 (block 344),1.3679878,103.8491787,29,4,11,200430,4
51796,4,ang mo kio avenue 3 (block 345),1.367563,103.849757,29,4,11,200430,4
51797,1,ang mo kio avenue 3 (block 346),1.3671343,103.8497283,29,4,11,200430,4
51798,3,lentor crescent,1.389638,103.834366,30,8,11,200430,4
51799,1,lentor lane,1.388538,103.835592,30,8,11,200430,4
51800,7,lentor place,1.388849,103.83504,30,8,11,200430,4
51801,1,lorong 21 geylang,1.3140722,103.8800548,31,2,10,200430,4
51802,1,lorong 23 geylang,1.3148629,103.881296,31,2,10,200430,4
51803,5,sims drive (block 50),1.316616,103.8784359,31,2,10,200430,4
51804,1,sims drive (sims urban oasis),1.319668,103.881063,31,2,10,200430,4
51805,2,sims place (block 52),1.316652,103.880308,31,2,10,200430,4
51806,1,jalan elok,1.306175,103.835371,32,8,9,200430,4
51807,8,jalan jintan (kim sia court),1.30593,103.833845,32,8,9,200430,4
51808,6,jalan limau manis,1.3241112,103.9480038,33,3,9,200430,4
51809,1,jalan limau nipis,1.3250155,103.9486971,33,3,9,200430,4
51810,2,jalan limau purut,1.3235044,103.9482431,33,3,9,200430,4
51811,9,seletar north link,1.4254334,103.8828069,34,3,9,200430,4
51812,1,jalan grisek,1.324459,103.9179367,35,4,8,200430,4
51813,3,jalan lapang,1.322854,103.91659,35,4,8,200430,4
51814,1,jalan senang,1.326895,103.916294,35,4,8,200430,4
51815,2,jalan sentosa,1.3229375,103.9173352,35,4,8,200430,4
51816,1,waringin park,1.322232,103.9183677,35,4,8,200430,4
51817,5,lorong 1 toa payoh (block 236),1.34058,103.852202,36,4,8,200430,4
51818,2,lorong 1 toa payoh (block 237),1.339934,103.851972,36,4,8,200430,4
51819,1,lorong 1 toa payoh (block 238),1.340346,103.851406,36,4,8,200430,4
51820,1,potong pasir avenue 1 (block 104),1.334392,103.869243,37,5,8,200430,4
51821,3,potong pasir avenue 1 (block 105),1.3343943,103.8685657,37,5,8,200430,4
51822,2,potong pasir avenue 1 (block 107),1.334656,103.868221,37,5,8,200430,4
51823,1,potong pasir avenue 1 (block 109),1.334907,103.86752,37,5,8,200430,4
51824,1,potong pasir avenue 1 (block 123),1.33526,103.865783,37,5,8,200430,4
51825,2,amber gardens (one amber),1.301403,103.898181,38,4,7,200430,4
51826,1,amber gardens (the esta),1.301812,103.899202,38,4,7,200430,4
51827,2,jalan binjai,1.304754,103.899383,38,4,7,200430,4
51828,1,jalan tembusu,1.304544,103.899034,38,4,7,200430,4
51829,1,mountbatten road,1.3034559,103.8845818,38,4,7,200430,4
51830,1,ang mo kio avenue 10 (block 411),1.363437,103.8551279,39,4,7,200430,4
51831,1,ang mo kio avenue 10 (block 415),1.364413,103.8536589,39,4,7,200430,4
51832,1,ang mo kio avenue 10 (block 416),1.3645799,103.854932,39,4,7,200430,4
51833,2,ang mo kio avenue 10 (block 471),1.363466,103.857038,39,4,7,200430,4
51834,2,ang mo kio avenue 10 (block 472),1.3631851,103.858097,39,4,7,200430,4
51835,1,bukit batok street 32 (block 333),1.36422,103.74762,40,3,7,200430,4
51836,1,bukit batok street 32 (block 334),1.364696,103.747864,40,3,7,200430,4
51837,1,bukit batok west avenue 2 (block 419),1.362171,103.746321,40,3,7,200430,4
51838,1,bukit batok west avenue 4 (block 412),1.365014,103.746552,40,3,7,200430,4
51839,2,bukit batok west avenue 4 (block 414),1.363631,103.745974,40,3,7,200430,4
51840,1,bukit batok west avenue 4 (block 416),1.363324,103.746176,40,3,7,200430,4
51841,6,daisy avenue,1.3448311,103.8667894,41,4,6,200430,4
51842,4,duku road,1.309504,103.905048,42,4,6,200430,4
51843,1,duku place,1.3095208,103.9061058,42,4,6,200430,4
